district,year,age_range,spanish_men,spanish_women,spanish_total,foreign_total,total,spanish_men_ref,spanish_women_ref,spanish_total_ref,foreign_total_ref,total_ref,spanish_men_ratio,spanish_women_ratio,spanish_total_ratio,foreign_total_ratio,total_ratio
Moratalaz,2007,85-100,628,1566,2194,20,2214,533,1388,1921,16,1937,1.1782363977485928,1.1282420749279538,1.142113482561166,1.25,1.1430046463603512
Moratalaz,2008,85-100,641,1544,2185,19,2204,533,1388,1921,16,1937,1.2026266416510318,1.1123919308357348,1.1374284226965123,1.1875,1.137842023748064
Moratalaz,2009,85-100,672,1617,2289,14,2303,533,1388,1921,16,1937,1.2607879924953096,1.164985590778098,1.191566892243623,0.875,1.1889519876097057
Moratalaz,2010,85-100,729,1689,2418,13,2431,533,1388,1921,16,1937,1.3677298311444652,1.2168587896253602,1.258719416970328,0.8125,1.25503355704698
Moratalaz,2011,85-100,781,1793,2574,16,2590,533,1388,1921,16,1937,1.4652908067542214,1.29178674351585,1.3399271212909942,1.0,1.3371192565823438
Moratalaz,2012,85-100,861,1912,2773,16,2789,533,1388,1921,16,1937,1.6153846153846154,1.377521613832853,1.4435190005205623,1.0,1.439855446566856
Moratalaz,2013,85-100,938,2050,2988,17,3005,533,1388,1921,16,1937,1.7598499061913695,1.4769452449567724,1.5554398750650702,1.0625,1.5513680949922561
Moratalaz,2014,85-100,1025,2194,3219,17,3236,533,1388,1921,16,1937,1.9230769230769231,1.580691642651297,1.6756897449245185,1.0625,1.6706246773360867
Moratalaz,2015,85-100,1132,2353,3485,19,3504,533,1388,1921,16,1937,2.123827392120075,1.6952449567723342,1.8141592920353982,1.1875,1.8089829633453796
Moratalaz,2016,85-100,1253,2561,3814,23,3837,533,1388,1921,16,1937,2.350844277673546,1.845100864553314,1.9854242581988548,1.4375,1.9808982963345378
Moratalaz,2017,85-100,1405,2752,4157,26,4183,533,1388,1921,16,1937,2.6360225140712945,1.9827089337175792,2.163977095262884,1.625,2.1595250387196696
Moratalaz,2004,Total,47403,52728,100131,8336,108467,47403,52728,100131,8336,108467,1.0,1.0,1.0,1.0,1.0
Moratalaz,2005,Total,46432,52043,98475,9139,107614,47403,52728,100131,8336,108467,0.9795160643841108,0.9870087998786223,0.9834616652185637,1.0963291746641075,0.9921358569887616
Moratalaz,2006,Total,45491,51188,96679,10451,107130,47403,52728,100131,8336,108467,0.9596650001054785,0.9707935062964649,0.9655251620377305,1.253718809980806,0.9876736703329123
Moratalaz,2007,Total,44262,50174,94436,10374,104810,47403,52728,100131,8336,108467,0.9337383709891779,0.9515627370656956,0.9431245068959663,1.2444817658349328,0.9662846764453705
Moratalaz,2008,Total,43711,49747,93458,11376,104834,47403,52728,100131,8336,108467,0.9221146340948885,0.9434645729024427,0.9333573019344659,1.36468330134357,0.9665059418993796
Moratalaz,2009,Total,43153,49283,92436,11673,104109,47403,52728,100131,8336,108467,0.9103432272219057,0.9346646942800789,0.9231506726188693,1.4003119001919386,0.9598218813095227
Moratalaz,2010,Total,42772,48946,91718,11336,103054,47403,52728,100131,8336,108467,0.9023057612387402,0.9282734031254741,0.9159800661133914,1.3598848368522074,0.9500954207270415
Moratalaz,2011,Total,42309,48534,90843,10917,101760,47403,52728,100131,8336,108467,0.8925384469337384,0.9204597177969959,0.9072415136171615,1.3096209213051824,0.9381655249983866
Moratalaz,2012,Total,41805,48233,90038,10031,100069,47403,52728,100131,8336,108467,0.8819062084678185,0.9147511758458504,0.89920204532063,1.203334932821497,0.9225755298846654
Moratalaz,2013,Total,41326,47895,89221,9112,98333,47403,52728,100131,8336,108467,0.8718013627829462,0.908340919435594,0.8910427340184358,1.0930902111324377,0.9065706620446772
Moratalaz,2014,Total,40845,47438,88283,8188,96471,47403,52728,100131,8336,108467,0.8616543256755902,0.8996737976027916,0.8816750057424774,0.9822456813819578,0.8894041505711414
Moratalaz,2015,Total,40420,47314,87734,7297,95031,47403,52728,100131,8336,108467,0.8526886483977807,0.8973221059019876,0.8761921882334143,0.8753598848368522,0.8761282233305983
Moratalaz,2016,Total,40232,47213,87445,7430,94875,47403,52728,100131,8336,108467,0.8487226546843026,0.8954066150811713,0.8733059691803737,0.8913147792706334,0.8746899978795394
Moratalaz,2017,Total,39964,46964,86928,7567,94495,47403,52728,100131,8336,108467,0.8430690040714722,0.8906842664239114,0.8681427330197441,0.9077495201535508,0.8711866281910627
Puente de Vallecas,2004,0-24,17600,16605,34205,7765,41970,17600,16605,34205,7765,41970,1.0,1.0,1.0,1.0,1.0
Puente de Vallecas,2005,0-24,16855,15807,32662,8439,41101,17600,16605,34205,7765,41970,0.9576704545454545,0.9519421860885275,0.954889636018126,1.0867997424339988,0.9792947343340481
Puente de Vallecas,2006,0-24,16166,15183,31349,8945,40294,17600,16605,34205,7765,41970,0.9185227272727273,0.9143631436314363,0.9165034351702968,1.1519639407598197,0.9600667143197522
Puente de Vallecas,2007,0-24,15516,14412,29928,8721,38649,17600,16605,34205,7765,41970,0.8815909090909091,0.8679313459801264,0.8749598011986551,1.1231165486155827,0.9208720514653324
Puente de Vallecas,2008,0-24,15254,14099,29353,10064,39417,17600,16605,34205,7765,41970,0.8667045454545454,0.8490816019271303,0.8581493933635433,1.2960721184803605,0.9391708363116512
Puente de Vallecas,2009,0-24,14835,13882,28717,10492,39209,17600,16605,34205,7765,41970,0.8428977272727273,0.8360132490213791,0.8395556205233153,1.3511912427559563,0.9342149154157732
Puente de Vallecas,2010,0-24,14682,13767,28449,9837,38286,17600,16605,34205,7765,41970,0.8342045454545455,0.8290876242095754,0.8317205086975589,1.2668383773341918,0.9122230164403146
Puente de Vallecas,2011,0-24,14692,13757,28449,8970,37419,17600,16605,34205,7765,41970,0.8347727272727272,0.8284853959650708,0.8317205086975589,1.1551835157759176,0.8915654038598999
Puente de Vallecas,2012,0-24,14738,13758,28496,7842,36338,17600,16605,34205,7765,41970,0.8373863636363637,0.8285456187895213,0.833094576816255,1.0099162910495814,0.8658089111269954
Puente de Vallecas,2013,0-24,14767,13791,28558,6889,35447,17600,16605,34205,7765,41970,0.8390340909090909,0.8305329719963866,0.8349071773132583,0.8871860914359304,0.8445794615201334
Puente de Vallecas,2014,0-24,14725,13806,28531,5968,34499,17600,16605,34205,7765,41970,0.8366477272727273,0.8314363143631436,0.8341178190323052,0.7685769478428848,0.8219918989754587
Puente de Vallecas,2015,0-24,14722,13939,28661,5429,34090,17600,16605,34205,7765,41970,0.8364772727272727,0.8394459500150557,0.8379184329776348,0.6991629104958146,0.8122468429830831
Puente de Vallecas,2016,0-24,14743,14035,28778,5489,34267,17600,16605,34205,7765,41970,0.8376704545454545,0.8452273411623005,0.8413389855284316,0.7068898905344495,0.8164641410531331
Puente de Vallecas,2017,0-24,14751,14075,28826,5615,34441,17600,16605,34205,7765,41970,0.838125,0.8476362541403192,0.8427422891390147,0.7231165486155827,0.8206099594948773
Puente de Vallecas,2004,25-39,25540,24785,50325,14561,64886,25540,24785,50325,14561,64886,1.0,1.0,1.0,1.0,1.0
Puente de Vallecas,2005,25-39,24145,23643,47788,17293,65081,25540,24785,50325,14561,64886,0.9453797963978073,0.953923744200121,0.9495876800794834,1.1876244763409107,1.0030052707826034
Puente de Vallecas,2006,25-39,23056,22460,45516,19886,65402,25540,24785,50325,14561,64886,0.9027407987470635,0.9061932620536615,0.904441132637854,1.3657029050202596,1.0079524088401195
Puente de Vallecas,2007,25-39,21335,20858,42193,20478,62671,25540,24785,50325,14561,64886,0.8353563038371182,0.8415573935848295,0.8384103328365623,1.406359453334249,0.9658632062386339
Puente de Vallecas,2008,25-39,20918,20504,41422,22290,63712,25540,24785,50325,14561,64886,0.8190289741581832,0.8272745612265483,0.823089915548932,1.53080145594396,0.981906728724224
Puente de Vallecas,2009,25-39,20206,19845,40051,23321,63372,25540,24785,50325,14561,64886,0.7911511354737666,0.80068589872907,0.7958469945355191,1.6016070324840328,0.976666769410967
Puente de Vallecas,2010,25-39,19571,19295,38866,22926,61792,25540,24785,50325,14561,64886,0.7662881754111198,0.7784950574944522,0.7723000496770989,1.5744797747407457,0.9523163702493604
Puente de Vallecas,2011,25-39,19057,18721,37778,21834,59612,25540,24785,50325,14561,64886,0.7461628817541112,0.755335888642324,0.7506805762543467,1.4994849254858869,0.918718984064359
Puente de Vallecas,2012,25-39,18523,18400,36923,19863,56786,25540,24785,50325,14561,64886,0.7252545027407987,0.7423845067581198,0.7336910084451068,1.3641233431769797,0.8751656751841692
Puente de Vallecas,2013,25-39,18163,17914,36077,17411,53488,25540,24785,50325,14561,64886,0.7111589663273297,0.7227758725035304,0.7168802781917536,1.1957283153629559,0.8243380698455753
Puente de Vallecas,2014,25-39,17905,17673,35578,15167,50745,25540,24785,50325,14561,64886,0.7010571652310101,0.7130522493443615,0.7069647292598112,1.0416180207403338,0.7820639275036217
Puente de Vallecas,2015,25-39,17648,17497,35145,13298,48443,25540,24785,50325,14561,64886,0.6909945184025059,0.7059511801492838,0.6983606557377049,0.9132614518233638,0.7465863206238634
Puente de Vallecas,2016,25-39,17450,17330,34780,13245,48025,25540,24785,50325,14561,64886,0.6832419733750978,0.6992132338107726,0.6911077993045206,0.9096215919236316,0.7401442529975649
Puente de Vallecas,2017,25-39,17141,16978,34119,13470,47589,25540,24785,50325,14561,64886,0.6711433046202036,0.6850110954206173,0.677973174366617,0.9250738273470228,0.7334247757605646
Puente de Vallecas,2004,40-64,29954,32203,62157,6018,68175,29954,32203,62157,6018,68175,1.0,1.0,1.0,1.0,1.0
Puente de Vallecas,2005,40-64,30544,32735,63279,7311,70590,29954,32203,62157,6018,68175,1.0196968685317487,1.0165201999813682,1.0180510642405523,1.2148554336989033,1.0354235423542355
Puente de Vallecas,2006,40-64,30773,32898,63671,8681,72352,29954,32203,62157,6018,68175,1.027341924283902,1.0215818402012236,1.0243576749199608,1.4425058158856763,1.0612687935460212
Puente de Vallecas,2007,40-64,31344,33707,65051,9205,74256,29954,32203,62157,6018,68175,1.0464044868798825,1.0467037232555974,1.046559518638287,1.5295779328680625,1.0891969196919693
Puente de Vallecas,2008,40-64,31507,34009,65516,9759,75275,29954,32203,62157,6018,68175,1.0518461641183148,1.0560817315156974,1.05404057467381,1.6216350947158524,1.1041437477081042
Puente de Vallecas,2009,40-64,31781,34335,66116,10782,76898,29954,32203,62157,6018,68175,1.0609935234025505,1.0662050119554078,1.063693550203517,1.7916251246261217,1.127950128346168
Puente de Vallecas,2010,40-64,32184,34770,66954,11260,78214,29954,32203,62157,6018,68175,1.074447486145423,1.07971307021085,1.0771755393600078,1.871053506148222,1.1472533920058672
Puente de Vallecas,2011,40-64,32439,35074,67513,11661,79174,29954,32203,62157,6018,68175,1.0829605394938906,1.0891531844859175,1.0861688948951849,1.9376869391824527,1.1613348001466814
Puente de Vallecas,2012,40-64,32840,35680,68520,11270,79790,29954,32203,62157,6018,68175,1.0963477331908926,1.107971307021085,1.102369805492543,1.8727151877700232,1.1703703703703703
Puente de Vallecas,2013,40-64,33392,36271,69663,10744,80407,29954,32203,62157,6018,68175,1.114775989851105,1.126323634443996,1.120758723876635,1.7853107344632768,1.1794206087275394
Puente de Vallecas,2014,40-64,33611,36522,70133,10138,80271,29954,32203,62157,6018,68175,1.1220872003739066,1.1341179393224234,1.1283202213749055,1.6846128281821202,1.1774257425742574
Puente de Vallecas,2015,40-64,34092,37216,71308,9791,81099,29954,32203,62157,6018,68175,1.138145155905722,1.1556687265161631,1.1472239651205818,1.6269524759056164,1.1895709570957096
Puente de Vallecas,2016,40-64,34546,37743,72289,10418,82707,29954,32203,62157,6018,68175,1.1533017293182881,1.1720336614601123,1.1630065801116527,1.7311399135925556,1.2131573157315731
Puente de Vallecas,2017,40-64,34807,38212,73019,10965,83984,29954,32203,62157,6018,68175,1.1620150898043666,1.186597521970003,1.1747510336727962,1.8220338983050848,1.2318885221855518
Puente de Vallecas,2004,65-84,16806,23909,40715,420,41135,16806,23909,40715,420,41135,1.0,1.0,1.0,1.0,1.0
Puente de Vallecas,2005,65-84,16385,23589,39974,516,40490,16806,23909,40715,420,41135,0.9749494228251815,0.9866159186917061,0.981800319292644,1.2285714285714286,0.984319922207366
Puente de Vallecas,2006,65-84,16234,23618,39852,620,40472,16806,23909,40715,420,41135,0.9659645364750684,0.9878288510602702,0.9788038806336731,1.4761904761904763,0.9838823386410599
Puente de Vallecas,2007,65-84,15853,23044,38897,505,39402,16806,23909,40715,420,41135,0.9432940616446507,0.963821155213518,0.9553481517868108,1.2023809523809523,0.9578704266439771
Puente de Vallecas,2008,65-84,15496,22696,38192,496,38688,16806,23909,40715,420,41135,0.9220516482208735,0.9492659667907483,0.9380326660935773,1.180952380952381,0.9405129451805032
Puente de Vallecas,2009,65-84,15279,22445,37724,503,38227,16806,23909,40715,420,41135,0.9091395930024991,0.9387678280145552,0.926538130909984,1.1976190476190476,0.9293059438434423
Puente de Vallecas,2010,65-84,15107,22270,37377,522,37899,16806,23909,40715,420,41135,0.8989051529215756,0.931448408549082,0.9180154734127471,1.2428571428571429,0.9213321988574207
Puente de Vallecas,2011,65-84,14923,22046,36969,574,37543,16806,23909,40715,420,41135,0.8879566821373319,0.9220795516332762,0.9079945965860248,1.3666666666666667,0.9126777683238119
Puente de Vallecas,2012,65-84,14649,21657,36306,568,36874,16806,23909,40715,420,41135,0.8716529810781863,0.9058095277928814,0.891710671742601,1.3523809523809525,0.8964142457761031
Puente de Vallecas,2013,65-84,14453,21287,35740,578,36318,16806,23909,40715,420,41135,0.8599904795906224,0.8903341837801665,0.8778091612427852,1.3761904761904762,0.8828977756168713
Puente de Vallecas,2014,65-84,14353,20971,35324,575,35899,16806,23909,40715,420,41135,0.8540402237296204,0.8771174034882262,0.8675917966351467,1.369047619047619,0.8727118026011912
Puente de Vallecas,2015,65-84,14112,20582,34694,577,35271,16806,23909,40715,420,41135,0.8397001071046055,0.8608473796478313,0.852118383888002,1.3738095238095238,0.8574449981767351
Puente de Vallecas,2016,65-84,13825,20106,33931,671,34602,16806,23909,40715,420,41135,0.8226228727835297,0.8409385587017442,0.8333783617831266,1.5976190476190477,0.8411814756290263
Puente de Vallecas,2017,65-84,13594,19612,33206,790,33996,16806,23909,40715,420,41135,0.808877781744615,0.8202768831820654,0.8155716566376029,1.880952380952381,0.8264494955633889
Puente de Vallecas,2004,85-100,1124,2952,4076,28,4104,1124,2952,4076,28,4104,1.0,1.0,1.0,1.0,1.0
Puente de Vallecas,2005,85-100,1138,3012,4150,34,4184,1124,2952,4076,28,4104,1.0124555160142348,1.0203252032520325,1.0181550539744848,1.2142857142857142,1.0194931773879143
Puente de Vallecas,2006,85-100,1224,3131,4355,35,4390,1124,2952,4076,28,4104,1.0889679715302492,1.0606368563685638,1.0684494602551522,1.25,1.0696881091617934
Puente de Vallecas,2007,85-100,1475,3511,4986,25,5011,1124,2952,4076,28,4104,1.3122775800711743,1.1893631436314362,1.2232580961727184,0.8928571428571429,1.2210038986354776
Puente de Vallecas,2008,85-100,1428,3446,4874,23,4897,1124,2952,4076,28,4104,1.2704626334519573,1.1673441734417345,1.1957801766437683,0.8214285714285714,1.1932261208576997
Puente de Vallecas,2009,85-100,1519,3613,5132,27,5159,1124,2952,4076,28,4104,1.351423487544484,1.2239159891598916,1.2590775269872423,0.9642857142857143,1.2570662768031189
Puente de Vallecas,2010,85-100,1660,3943,5603,33,5636,1124,2952,4076,28,4104,1.4768683274021353,1.3357046070460705,1.3746319921491659,1.1785714285714286,1.3732943469785575
Puente de Vallecas,2011,85-100,1803,4150,5953,30,5983,1124,2952,4076,28,4104,1.6040925266903914,1.4058265582655827,1.4605004906771344,1.0714285714285714,1.4578460038986354
Puente de Vallecas,2012,85-100,1928,4390,6318,21,6339,1124,2952,4076,28,4104,1.7153024911032029,1.4871273712737128,1.5500490677134446,0.75,1.5445906432748537
Puente de Vallecas,2013,85-100,2063,4649,6712,20,6732,1124,2952,4076,28,4104,1.835409252669039,1.5748644986449865,1.646712463199215,0.7142857142857143,1.6403508771929824
Puente de Vallecas,2014,85-100,2252,4960,7212,21,7233,1124,2952,4076,28,4104,2.00355871886121,1.6802168021680217,1.7693817468105986,0.75,1.7624269005847952
Puente de Vallecas,2015,85-100,2400,5174,7574,25,7599,1124,2952,4076,28,4104,2.1352313167259784,1.752710027100271,1.8581943081452403,0.8928571428571429,1.851608187134503
Puente de Vallecas,2016,85-100,2561,5400,7961,26,7987,1124,2952,4076,28,4104,2.2784697508896796,1.829268292682927,1.9531403336604514,0.9285714285714286,1.946150097465887
Puente de Vallecas,2017,85-100,2670,5585,8255,31,8286,1124,2952,4076,28,4104,2.3754448398576513,1.8919376693766938,2.025269872423945,1.1071428571428572,2.0190058479532165
Puente de Vallecas,2004,Total,100581,109549,210130,32258,242388,100581,109549,210130,32258,242388,1.0,1.0,1.0,1.0,1.0
Puente de Vallecas,2005,Total,98697,107833,206530,37416,243946,100581,109549,210130,32258,242388,0.9812688281086885,0.9843357766844061,0.9828677485366202,1.1598983197966395,1.006427710942786
Puente de Vallecas,2006,Total,97047,106372,203419,42308,245727,100581,109549,210130,32258,242388,0.9648641393503743,0.970999278861514,0.9680626278970161,1.3115506231012461,1.013775434427447
Puente de Vallecas,2007,Total,94835,104244,199079,42749,241828,100581,109549,210130,32258,242388,0.9428719141786222,0.951574181416535,0.9474087469661638,1.325221650443301,0.9976896546033632
Puente de Vallecas,2008,Total,94195,103835,198030,46926,244956,100581,109549,210130,32258,242388,0.9365088833875185,0.9478406922929465,0.9424165992480845,1.454708909417819,1.0105945838902917
Puente de Vallecas,2009,Total,93358,103305,196663,49605,246268,100581,109549,210130,32258,242388,0.9281872321810283,0.9430026746022327,0.9359111026507401,1.537758075516151,1.0160073931052693
Puente de Vallecas,2010,Total,92950,103223,196173,48930,245103,100581,109549,210130,32258,242388,0.9241308000516997,0.942254151110462,0.9335792128682244,1.5168330336660674,1.0112010495569088
Puente de Vallecas,2011,Total,92604,102749,195353,47348,242701,100581,109549,210130,32258,242388,0.9206907865302592,0.9379273201946161,0.9296768667015657,1.4677909355818712,1.0012913180520489
Puente de Vallecas,2012,Total,92144,102650,194794,43659,238453,100581,109549,210130,32258,242388,0.9161173581491534,0.9370236150033319,0.927016608766002,1.3534317068634136,0.9837656979718468
Puente de Vallecas,2013,Total,92055,102442,194497,39662,234159,100581,109549,210130,32258,242388,0.9152324991797656,0.9351249212681083,0.9256031980202731,1.229524459048918,0.9660502995197782
Puente de Vallecas,2014,Total,91731,102156,193887,35621,229508,100581,109549,210130,32258,242388,0.9120112148417693,0.932514217382176,0.9227002331889782,1.104253208506417,0.9468620558773536
Puente de Vallecas,2015,Total,91665,102527,194192,32552,226744,100581,109549,210130,32258,242388,0.9113550272914368,0.9359008297656757,0.9241517156046257,1.0091140182280365,0.9354588510982392
Puente de Vallecas,2016,Total,91815,102705,194520,33332,227852,100581,109549,210130,32258,242388,0.9128463626331017,0.9375256734429342,0.9257126540712892,1.0332940665881332,0.9400300344901563
Puente de Vallecas,2017,Total,91475,102364,193839,34410,228249,100581,109549,210130,32258,242388,0.9094660025253278,0.9344129111173995,0.9224718031694665,1.0667121334242669,0.9416679043517006
Retiro,2004,0-24,8608,8411,17019,2139,19158,8608,8411,17019,2139,19158,1.0,1.0,1.0,1.0,1.0
Retiro,2005,0-24,8195,8079,16274,2117,18391,8608,8411,17019,2139,19158,0.952021375464684,0.9605278801569374,0.9562253951466009,0.9897148200093502,0.9599645056895292
Retiro,2006,0-24,7862,7695,15557,2135,17692,8608,8411,17019,2139,19158,0.9133364312267658,0.9148733800974914,0.9140960103413832,0.9981299672744273,0.9234784424261405
Retiro,2007,0-24,7349,7276,14625,1767,16392,8608,8411,17019,2139,19158,0.8537407063197026,0.8650576625847105,0.8593336858804865,0.8260869565217391,0.8556216724083934
Retiro,2008,0-24,7249,7172,14421,1979,16400,8608,8411,17019,2139,19158,0.8421236059479554,0.8526929021519439,0.8473470826723074,0.9251986909770921,0.8560392525315795
Retiro,2009,0-24,7040,7010,14050,1969,16019,8608,8411,17019,2139,19158,0.8178438661710037,0.8334324099393651,0.8255479170339033,0.9205236091631603,0.8361519991648397
Retiro,2010,0-24,6828,6837,13665,1693,15358,8608,8411,17019,2139,19158,0.7932156133828996,0.8128641065271668,0.8029261413714084,0.7914913510986442,0.8016494414865852
Retiro,2011,0-24,6766,6630,13396,1462,14858,8608,8411,17019,2139,19158,0.7860130111524164,0.7882534775888718,0.7871202773370939,0.6834969611968209,0.7755506837874517
Retiro,2012,0-24,6689,6518,13207,1334,14541,8608,8411,17019,2139,19158,0.777067843866171,0.7749375817381999,0.7760150420118691,0.6236559139784946,0.7590040714062011
Retiro,2013,0-24,6610,6457,13067,1241,14308,8608,8411,17019,2139,19158,0.7678903345724907,0.7676851741766734,0.7677889417709619,0.5801776531089294,0.7468420503184049
Retiro,2014,0-24,6510,6358,12868,1097,13965,8608,8411,17019,2139,19158,0.7562732342007435,0.7559148733800974,0.7560961278571009,0.5128564749883123,0.7289383025367993
Retiro,2015,0-24,6518,6364,12882,1007,13889,8608,8411,17019,2139,19158,0.7572026022304833,0.7566282249435263,0.7569187378811916,0.4707807386629266,0.7249712913665309
Retiro,2016,0-24,6540,6460,13000,1010,14010,8608,8411,17019,2139,19158,0.7597583643122676,0.7680418499583879,0.7638521652270991,0.47218326320710613,0.7312871907297213
Retiro,2017,0-24,6555,6448,13003,915,13918,8608,8411,17019,2139,19158,0.7615009293680297,0.7666151468315301,0.76402843880369,0.4277699859747546,0.7264850193130807
Retiro,2004,25-39,13019,12953,25972,5072,31044,13019,12953,25972,5072,31044,1.0,1.0,1.0,1.0,1.0
Retiro,2005,25-39,12785,12688,25473,5675,31148,13019,12953,25972,5072,31044,0.9820262692987173,0.9795414189762989,0.9807870013861081,1.1188880126182965,1.003350083752094
Retiro,2006,25-39,12473,12278,24751,6184,30935,13019,12953,25972,5072,31044,0.9580612950303403,0.947888520033969,0.952987833050978,1.2192429022082019,0.9964888545290556
Retiro,2007,25-39,12006,11887,23893,5521,29414,13019,12953,25972,5072,31044,0.9221906444427376,0.917702462749942,0.9199522562759895,1.08852523659306,0.9474938796546837
Retiro,2008,25-39,11784,11818,23602,5660,29262,13019,12953,25972,5072,31044,0.9051386435210078,0.9123755114645256,0.9087478823348221,1.1159305993690851,0.9425976034016235
Retiro,2009,25-39,11546,11638,23184,5889,29073,13019,12953,25972,5072,31044,0.886857669559874,0.8984791168069173,0.8926536269829046,1.1610804416403786,0.9365094704290684
Retiro,2010,25-39,11460,11482,22942,5721,28663,13019,12953,25972,5072,31044,0.8802519394730778,0.8864355747703235,0.8833359002002156,1.1279574132492114,0.923302409483314
Retiro,2011,25-39,11232,11389,22621,5542,28163,13019,12953,25972,5072,31044,0.8627390736615715,0.8792557708638925,0.8709764361620206,1.0926656151419558,0.9071962375982476
Retiro,2012,25-39,11088,11239,22327,4879,27206,13019,12953,25972,5072,31044,0.851678316306936,0.8676754419825523,0.8596565532111504,0.9619479495268138,0.8763690246102307
Retiro,2013,25-39,10836,11007,21843,4452,26295,13019,12953,25972,5072,31044,0.8323219909363239,0.849764533312746,0.8410210996457723,0.8777602523659306,0.8470235794356398
Retiro,2014,25-39,10518,10769,21287,3954,25241,13019,12953,25972,5072,31044,0.8078961517781703,0.8313904114876862,0.819613429847528,0.7795741324921136,0.8130717691019198
Retiro,2015,25-39,10266,10564,20830,3441,24271,13019,12953,25972,5072,31044,0.7885398264075582,0.8155639620165213,0.8020175573694748,0.6784305993690851,0.7818257956448911
Retiro,2016,25-39,10044,10326,20370,3510,23880,13019,12953,25972,5072,31044,0.7714878254858284,0.7971898401914614,0.7843061758817188,0.6920347003154574,0.7692307692307693
Retiro,2017,25-39,9809,10042,19851,3478,23329,13019,12953,25972,5072,31044,0.7534372839695829,0.7752644175094573,0.7643231172031418,0.6857255520504731,0.7514817678134261
Retiro,2004,40-64,17415,21704,39119,2695,41814,17415,21704,39119,2695,41814,1.0,1.0,1.0,1.0,1.0
Retiro,2005,40-64,17755,21946,39701,3070,42771,17415,21704,39119,2695,41814,1.0195233993683606,1.0111500184297826,1.014877680922314,1.1391465677179964,1.0228870713158273
Retiro,2006,40-64,17730,21850,39580,3434,43014,17415,21704,39119,2695,41814,1.0180878552971577,1.0067268706229267,1.0117845548199085,1.2742115027829313,1.0286985220261156
Retiro,2007,40-64,17920,21896,39816,3098,42914,17415,21704,39119,2695,41814,1.0289979902383004,1.0088462956137119,1.0178174288708812,1.1495361781076068,1.0263069785239394
Retiro,2008,40-64,17981,21891,39872,3244,43116,17415,21704,39119,2695,41814,1.0325007177720356,1.0086159233321046,1.0192489583067053,1.2037105751391466,1.0311378963983355
Retiro,2009,40-64,17874,21862,39736,3406,43142,17415,21704,39119,2695,41814,1.0263565891472868,1.0072797640987836,1.015772386819704,1.2638218923933209,1.0317596977089014
Retiro,2010,40-64,17802,21759,39561,3458,43019,17415,21704,39119,2695,41814,1.0222222222222221,1.0025340950976778,1.011298857332754,1.283116883116883,1.0288180992012246
Retiro,2011,40-64,17764,21588,39352,3439,42791,17415,21704,39119,2695,41814,1.0200401952339937,0.9946553630667158,1.0059561849740535,1.2760667903525047,1.0233653800162625
Retiro,2012,40-64,17793,21537,39330,3157,42487,17415,21704,39119,2695,41814,1.0217054263565892,0.9923055657943236,1.0053937984099799,1.1714285714285715,1.0160950877696466
Retiro,2013,40-64,17808,21409,39217,3015,42232,17415,21704,39119,2695,41814,1.022566752799311,0.9864080353851824,1.002505176512692,1.1187384044526902,1.009996651839097
Retiro,2014,40-64,17726,21258,38984,2723,41707,17415,21704,39119,2695,41814,1.0178581682457652,0.9794507924806487,0.9965489915386385,1.0103896103896104,0.9974410484526713
Retiro,2015,40-64,17776,21179,38955,2560,41515,17415,21704,39119,2695,41814,1.0207292563881711,0.9758109104312569,0.9958076637950868,0.9499072356215214,0.9928492849284929
Retiro,2016,40-64,17947,21272,39219,2586,41805,17415,21704,39119,2695,41814,1.0305483778351996,0.9800958348691485,1.0025563025639714,0.9595547309833025,0.9997847610848042
Retiro,2017,40-64,18058,21218,39276,2690,41966,17415,21704,39119,2695,41814,1.0369221935113409,0.9776078142277921,1.0040133950254353,0.9981447124304267,1.003635146123308
Retiro,2004,65-84,8413,13235,21648,357,22005,8413,13235,21648,357,22005,1.0,1.0,1.0,1.0,1.0
Retiro,2005,65-84,8298,13060,21358,406,21764,8413,13235,21648,357,22005,0.9863306787115179,0.9867774839440876,0.9866038433111604,1.1372549019607843,0.9890479436491706
Retiro,2006,65-84,8449,13149,21598,465,22063,8413,13235,21648,357,22005,1.0042790918816118,0.9935020778239516,0.997690317812269,1.3025210084033614,1.0026357645989548
Retiro,2007,65-84,8610,13180,21790,386,22176,8413,13235,21648,357,22005,1.0234161416854868,0.9958443520967133,1.006559497413156,1.0812324929971988,1.0077709611451944
Retiro,2008,65-84,8622,13147,21769,375,22144,8413,13235,21648,357,22005,1.024842505646024,0.9933509633547413,1.005589430894309,1.050420168067227,1.0063167461940468
Retiro,2009,65-84,8768,13185,21953,374,22327,8413,13235,21648,357,22005,1.0421966004992274,0.9962221382697394,1.014089061345159,1.0476190476190477,1.0146330379459214
Retiro,2010,65-84,8905,13275,22180,405,22585,8413,13235,21648,357,22005,1.0584809223820277,1.0030222893842085,1.0245750184774576,1.134453781512605,1.0263576459895478
Retiro,2011,65-84,9016,13411,22427,401,22828,8413,13235,21648,357,22005,1.0716747890169975,1.0132980732905175,1.0359848484848484,1.123249299719888,1.0374005907748238
Retiro,2012,65-84,9076,13511,22587,367,22954,8413,13235,21648,357,22005,1.078806608819684,1.020853796751039,1.0433758314855877,1.0280112044817926,1.043126562144967
Retiro,2013,65-84,9240,13704,22944,372,23316,8413,13235,21648,357,22005,1.098300249613693,1.0354363430298452,1.0598669623059866,1.0420168067226891,1.0595773687798227
