district,year,age_range,spanish_men,spanish_women,spanish_total,foreign_total,total,spanish_men_ref,spanish_women_ref,spanish_total_ref,foreign_total_ref,total_ref,spanish_men_ratio,spanish_women_ratio,spanish_total_ratio,foreign_total_ratio,total_ratio
Arganzuela,2015,40-64,24256,27887,52143,4466,56609,19195,22860,42055,4818,46873,1.2636624120864808,1.2199037620297464,1.2398763523956724,0.9269406392694064,1.2077101956350138
Arganzuela,2016,40-64,24449,28173,52622,4577,57199,19195,22860,42055,4818,46873,1.273717113831727,1.2324146981627297,1.2512661990250862,0.9499792444997924,1.2202973993557058
Arganzuela,2017,40-64,24699,28265,52964,4619,57583,19195,22860,42055,4818,46873,1.286741338890336,1.2364391951006124,1.259398406848175,0.9586965545869656,1.228489748895953
Arganzuela,2004,65-84,8075,13407,21482,408,21890,8075,13407,21482,408,21890,1.0,1.0,1.0,1.0,1.0
Arganzuela,2005,65-84,7924,13153,21077,480,21557,8075,13407,21482,408,21890,0.9813003095975232,0.9810546729320504,0.9811470067963877,1.1764705882352942,0.9847875742348104
Arganzuela,2006,65-84,8026,13153,21179,542,21721,8075,13407,21482,408,21890,0.9939318885448917,0.9810546729320504,0.9858951680476679,1.3284313725490196,0.9922795797167656
Arganzuela,2007,65-84,8096,12956,21052,398,21450,8075,13407,21482,408,21890,1.0026006191950465,0.9663608562691132,0.979983241783819,0.9754901960784313,0.9798994974874372
Arganzuela,2008,65-84,8085,12866,20951,367,21318,8075,13407,21482,408,21890,1.0012383900928792,0.9596479451033042,0.9752816311330417,0.8995098039215687,0.9738693467336683
Arganzuela,2009,65-84,8133,12779,20912,390,21302,8075,13407,21482,408,21890,1.0071826625386997,0.9531587976430222,0.9734661577134345,0.9558823529411765,0.9731384193695751
Arganzuela,2010,65-84,8138,12755,20893,428,21321,8075,13407,21482,408,21890,1.0078018575851393,0.9513686879988066,0.9725816963038824,1.0490196078431373,0.9740063956144358
Arganzuela,2011,65-84,8221,12819,21040,449,21489,8075,13407,21482,408,21890,1.0180804953560372,0.9561423137167151,0.9794246345777861,1.1004901960784315,0.9816811329374143
Arganzuela,2012,65-84,8314,12794,21108,393,21501,8075,13407,21482,408,21890,1.0295975232198142,0.9542776161706571,0.9825900754119729,0.9632352941176471,0.9822293284604843
Arganzuela,2013,65-84,8482,12864,21346,400,21746,8075,13407,21482,408,21890,1.0504024767801858,0.9594987692996196,0.9936691183316265,0.9803921568627451,0.9934216537231613
Arganzuela,2014,65-84,8658,13016,21674,374,22048,8075,13407,21482,408,21890,1.0721981424148608,0.9708361303796524,1.0089377152965273,0.9166666666666666,1.0072179077204202
Arganzuela,2015,65-84,8789,13103,21892,371,22263,8075,13407,21482,408,21890,1.088421052631579,0.9773252778399344,1.019085746206126,0.9093137254901961,1.0170397441754226
Arganzuela,2016,65-84,8972,13253,22225,388,22613,8075,13407,21482,408,21890,1.1110835913312693,0.9885134631162825,1.0345870961735406,0.9509803921568627,1.0330287802649611
Arganzuela,2017,65-84,9182,13457,22639,425,23064,8075,13407,21482,408,21890,1.1370897832817337,1.003729395092116,1.0538590447816776,1.0416666666666667,1.053631795340338
Arganzuela,2004,85-100,981,2716,3697,23,3720,981,2716,3697,23,3720,1.0,1.0,1.0,1.0,1.0
Arganzuela,2005,85-100,981,2777,3758,26,3784,981,2716,3697,23,3720,1.0,1.022459499263623,1.0164998647552068,1.1304347826086956,1.0172043010752687
Arganzuela,2006,85-100,981,2903,3884,29,3913,981,2716,3697,23,3720,1.0,1.0688512518409425,1.0505815526102245,1.2608695652173914,1.0518817204301076
Arganzuela,2007,85-100,1089,3144,4233,20,4253,981,2716,3697,23,3720,1.110091743119266,1.1575846833578793,1.1449824181769002,0.8695652173913043,1.1432795698924731
Arganzuela,2008,85-100,1075,3150,4225,24,4249,981,2716,3697,23,3720,1.0958205912334353,1.1597938144329898,1.1428185014876928,1.0434782608695652,1.1422043010752687
Arganzuela,2009,85-100,1124,3208,4332,33,4365,981,2716,3697,23,3720,1.145769622833843,1.1811487481590575,1.1717608872058425,1.434782608695652,1.1733870967741935
Arganzuela,2010,85-100,1187,3290,4477,35,4512,981,2716,3697,23,3720,1.2099898063200816,1.211340206185567,1.2109818771977279,1.5217391304347827,1.2129032258064516
Arganzuela,2011,85-100,1239,3434,4673,44,4717,981,2716,3697,23,3720,1.2629969418960245,1.264359351988218,1.2639978360833108,1.9130434782608696,1.268010752688172
Arganzuela,2012,85-100,1302,3524,4826,43,4869,981,2716,3697,23,3720,1.327217125382263,1.2974963181148749,1.3053827427644036,1.8695652173913044,1.3088709677419355
Arganzuela,2013,85-100,1315,3581,4896,45,4941,981,2716,3697,23,3720,1.3404689092762487,1.3184830633284241,1.324317013794969,1.9565217391304348,1.3282258064516128
Arganzuela,2014,85-100,1391,3744,5135,40,5175,981,2716,3697,23,3720,1.417940876656473,1.3784977908689249,1.388964024885042,1.7391304347826086,1.3911290322580645
Arganzuela,2015,85-100,1505,3861,5366,31,5397,981,2716,3697,23,3720,1.5341488277268094,1.4215758468335788,1.4514471192859075,1.3478260869565217,1.4508064516129033
Arganzuela,2016,85-100,1544,3932,5476,31,5507,981,2716,3697,23,3720,1.5739041794087665,1.4477172312223858,1.4812009737625103,1.3478260869565217,1.4803763440860216
Arganzuela,2017,85-100,1601,3973,5574,35,5609,981,2716,3697,23,3720,1.6320081549439347,1.4628129602356406,1.5077089532053016,1.5217391304347827,1.5077956989247312
Arganzuela,2004,Total,56607,67140,123747,23420,147167,56607,67140,123747,23420,147167,1.0,1.0,1.0,1.0,1.0
Arganzuela,2005,Total,56755,67249,124004,24809,148813,56607,67140,123747,23420,147167,1.0026145176391612,1.001623473339291,1.0020768180238713,1.0593082835183605,1.0111845726283746
Arganzuela,2006,Total,56976,67362,124338,26442,150780,56607,67140,123747,23420,147167,1.006518628438179,1.0033065236818588,1.0047758733545056,1.1290350128095645,1.0245503407693302
Arganzuela,2007,Total,58065,68222,126287,23212,149499,56607,67140,123747,23420,147167,1.025756531877683,1.0161155793863568,1.0205257501191949,0.9911187019641332,1.0158459437237968
Arganzuela,2008,Total,59271,69398,128669,24549,153218,56607,67140,123747,23420,147167,1.0470613175049022,1.033631218349717,1.0397747016089278,1.048206660973527,1.0411165546623904
Arganzuela,2009,Total,59929,69988,129917,25129,155046,56607,67140,123747,23420,147167,1.0586853216033352,1.0424188263330354,1.0498597945808787,1.0729718189581554,1.0535378175813872
Arganzuela,2010,Total,60525,70690,131215,24215,155430,56607,67140,123747,23420,147167,1.0692140547988764,1.0528745904081025,1.0603489377520263,1.0339453458582408,1.056147098194568
Arganzuela,2011,Total,61149,71378,132527,23271,155798,56607,67140,123747,23420,147167,1.0802374264666914,1.0631218349717009,1.070951214978949,0.9936379163108454,1.0586476587821998
Arganzuela,2012,Total,61697,72003,133700,20731,154431,56607,67140,123747,23420,147167,1.0899182079954777,1.0724307417336907,1.0804302326521047,0.8851836037574723,1.0493588915993395
Arganzuela,2013,Total,62542,72713,135255,19411,154666,56607,67140,123747,23420,147167,1.1048456904623103,1.0830056598153113,1.0929961938471235,0.8288215200683177,1.0509557169745936
Arganzuela,2014,Total,62512,72757,135269,16783,152052,56607,67140,123747,23420,147167,1.1043157206705885,1.0836610068513555,1.0931093279028987,0.7166097352690008,1.033193582800492
Arganzuela,2015,Total,62674,73146,135820,14647,150467,56607,67140,123747,23420,147167,1.1071775575458866,1.0894548704200178,1.0975619610980467,0.6254056362083689,1.0224235052695236
Arganzuela,2016,Total,63419,73846,137265,14636,151901,56607,67140,123747,23420,147167,1.120338474040313,1.0998808459934466,1.1092390118548328,0.624935952177626,1.0321675375593713
Arganzuela,2017,Total,63950,74072,138022,14315,152337,56607,67140,123747,23420,147167,1.12971893935379,1.1032469466785821,1.1153563318706716,0.6112297181895816,1.0351301582555872
Barajas,2004,0-24,3264,3037,6301,859,7160,3264,3037,6301,859,7160,1.0,1.0,1.0,1.0,1.0
Barajas,2005,0-24,3081,2847,5928,898,6826,3264,3037,6301,859,7160,0.9439338235294118,0.9374382614422128,0.9408030471353753,1.0454016298020954,0.9533519553072626
Barajas,2006,0-24,2978,2728,5706,1009,6715,3264,3037,6301,859,7160,0.9123774509803921,0.8982548567665459,0.9055705443580384,1.1746216530849825,0.9378491620111732
Barajas,2007,0-24,2842,2620,5462,878,6340,3264,3037,6301,859,7160,0.8707107843137255,0.8626934474810668,0.8668465322964609,1.0221187427240979,0.8854748603351955
Barajas,2008,0-24,2793,2569,5362,1014,6376,3264,3037,6301,859,7160,0.8556985294117647,0.8459005597629239,0.8509760355499127,1.180442374854482,0.8905027932960894
Barajas,2009,0-24,2784,2574,5358,1051,6409,3264,3037,6301,859,7160,0.8529411764705882,0.8475469213039183,0.8503412156800508,1.2235157159487777,0.8951117318435754
Barajas,2010,0-24,2722,2579,5301,1052,6353,3264,3037,6301,859,7160,0.8339460784313726,0.8491932828449127,0.8412950325345183,1.2246798603026776,0.8872905027932961
Barajas,2011,0-24,2746,2643,5389,1003,6392,3264,3037,6301,859,7160,0.8412990196078431,0.8702667105696411,0.8552610696714807,1.1676367869615831,0.8927374301675978
Barajas,2012,0-24,2795,2668,5463,847,6310,3264,3037,6301,859,7160,0.8563112745098039,0.8784985182746131,0.8670052372639263,0.9860302677532014,0.8812849162011173
Barajas,2013,0-24,2848,2693,5541,769,6310,3264,3037,6301,859,7160,0.8725490196078431,0.8867303259795851,0.8793842247262339,0.8952270081490105,0.8812849162011173
Barajas,2014,0-24,2947,2757,5704,632,6336,3264,3037,6301,859,7160,0.9028799019607843,0.9078037537043134,0.9052531344231074,0.7357392316647264,0.8849162011173184
Barajas,2015,0-24,3060,2785,5845,558,6403,3264,3037,6301,859,7160,0.9375,0.9170233783338821,0.9276305348357403,0.6495925494761351,0.8942737430167598
Barajas,2016,0-24,3191,2897,6088,540,6628,3264,3037,6301,859,7160,0.9776348039215687,0.9539018768521568,0.9661958419298524,0.6286379511059371,0.9256983240223464
Barajas,2017,0-24,3233,3013,6246,572,6818,3264,3037,6301,859,7160,0.9905024509803921,0.9920974646032269,0.9912712267893985,0.6658905704307334,0.9522346368715083
Barajas,2004,25-39,5402,5268,10670,1652,12322,5402,5268,10670,1652,12322,1.0,1.0,1.0,1.0,1.0
Barajas,2005,25-39,5392,5272,10664,1886,12550,5402,5268,10670,1652,12322,0.9981488337652721,1.0007593014426728,0.9994376757263356,1.1416464891041163,1.0185034896932317
Barajas,2006,25-39,5373,5204,10577,2233,12810,5402,5268,10670,1652,12322,0.9946316179192891,0.9878511769172361,0.9912839737582005,1.3516949152542372,1.0396039603960396
Barajas,2007,25-39,5172,4957,10129,2252,12381,5402,5268,10670,1652,12322,0.9574231766012588,0.9409643128321944,0.9492970946579194,1.3631961259079903,1.0047881837364063
Barajas,2008,25-39,5013,4870,9883,2443,12326,5402,5268,10670,1652,12322,0.9279896334690855,0.9244495064540622,0.9262417994376757,1.478813559322034,1.000324622626197
Barajas,2009,25-39,4948,4846,9794,2617,12411,5402,5268,10670,1652,12322,0.9159570529433543,0.9198936977980258,0.9179006560449859,1.584140435835351,1.0072228534328842
Barajas,2010,25-39,4909,4828,9737,2714,12451,5402,5268,10670,1652,12322,0.9087375046279156,0.9164768413059985,0.9125585754451734,1.6428571428571428,1.0104690796948548
Barajas,2011,25-39,4783,4746,9529,2635,12164,5402,5268,10670,1652,12322,0.8854128100703443,0.9009111617312073,0.8930646672914714,1.5950363196125907,0.9871774062652167
Barajas,2012,25-39,4651,4609,9260,2411,11671,5402,5268,10670,1652,12322,0.8609774157719363,0.8749050873196659,0.8678537956888472,1.4594430992736078,0.9471676675864308
Barajas,2013,25-39,4478,4421,8899,2173,11072,5402,5268,10670,1652,12322,0.828952239911144,0.8392179195140471,0.8340206185567011,1.3153753026634383,0.8985554293134231
Barajas,2014,25-39,4267,4200,8467,1872,10339,5402,5268,10670,1652,12322,0.7898926323583858,0.7972665148063781,0.7935332708528585,1.1331719128329298,0.8390683330628145
Barajas,2015,25-39,4188,4119,8307,1592,9899,5402,5268,10670,1652,12322,0.7752684191040355,0.7818906605922551,0.7785379568884724,0.9636803874092009,0.8033598441811394
Barajas,2016,25-39,4017,3976,7993,1523,9516,5402,5268,10670,1652,12322,0.7436134764901888,0.7547456340167046,0.7491096532333645,0.9219128329297821,0.7722772277227723
Barajas,2017,25-39,3909,3854,7763,1473,9236,5402,5268,10670,1652,12322,0.7236208811551277,0.731586940015186,0.7275538894095596,0.8916464891041163,0.749553643888979
Barajas,2004,40-64,6061,6525,12586,966,13552,6061,6525,12586,966,13552,1.0,1.0,1.0,1.0,1.0
Barajas,2005,40-64,6229,6720,12949,1123,14072,6061,6525,12586,966,13552,1.0277181983171093,1.0298850574712644,1.028841569998411,1.1625258799171843,1.038370720188902
Barajas,2006,40-64,6312,6848,13160,1312,14472,6061,6525,12586,966,13552,1.041412308199967,1.0495019157088123,1.0456062291434927,1.3581780538302277,1.0678866587957496
Barajas,2007,40-64,6504,7049,13553,1318,14871,6061,6525,12586,966,13552,1.0730902491338064,1.0803065134099616,1.0768313999682186,1.3643892339544514,1.0973288075560803
Barajas,2008,40-64,6475,7027,13502,1387,14889,6061,6525,12586,966,13552,1.068305560138591,1.0769348659003832,1.0727792785634833,1.4358178053830228,1.0986570247933884
Barajas,2009,40-64,6608,7179,13787,1588,15375,6061,6525,12586,966,13552,1.0902491338063025,1.1002298850574712,1.0954234864134753,1.6438923395445135,1.1345188902007084
Barajas,2010,40-64,6633,7289,13922,1737,15659,6061,6525,12586,966,13552,1.0943738656987296,1.117088122605364,1.1061496901318926,1.7981366459627328,1.1554752066115703
Barajas,2011,40-64,6824,7392,14216,1804,16020,6061,6525,12586,966,13552,1.125886817356872,1.1328735632183908,1.1295089782297791,1.8674948240165632,1.1821133412042504
Barajas,2012,40-64,6946,7525,14471,1639,16110,6061,6525,12586,966,13552,1.1460155089919155,1.1532567049808429,1.1497695852534562,1.696687370600414,1.188754427390791
Barajas,2013,40-64,7094,7686,14780,1567,16347,6061,6525,12586,966,13552,1.1704339217950832,1.1779310344827587,1.1743206737645002,1.6221532091097308,1.2062426210153483
Barajas,2014,40-64,7138,7762,14900,1411,16311,6061,6525,12586,966,13552,1.1776934499257548,1.1895785440613027,1.18385507706976,1.4606625258799173,1.203586186540732
Barajas,2015,40-64,7245,7879,15124,1321,16445,6061,6525,12586,966,13552,1.1953473024253423,1.2075095785440613,1.201652629906245,1.3674948240165632,1.213474025974026
Barajas,2016,40-64,7464,8055,15519,1386,16905,6061,6525,12586,966,13552,1.2314799538030028,1.2344827586206897,1.2330367074527253,1.434782608695652,1.2474173553719008
Barajas,2017,40-64,7632,8246,15878,1420,17298,6061,6525,12586,966,13552,1.259198152120112,1.2637547892720307,1.2615604640076274,1.4699792960662525,1.2764167650531286
Barajas,2004,65-84,1841,2071,3912,87,3999,1841,2071,3912,87,3999,1.0,1.0,1.0,1.0,1.0
Barajas,2005,65-84,1913,2120,4033,101,4134,1841,2071,3912,87,3999,1.0391091797935905,1.0236600676001932,1.0309304703476483,1.160919540229885,1.0337584396099024
Barajas,2006,65-84,2044,2252,4296,121,4417,1841,2071,3912,87,3999,1.1102661596958174,1.0873973925639788,1.098159509202454,1.3908045977011494,1.1045261315328831
Barajas,2007,65-84,2119,2397,4516,102,4618,1841,2071,3912,87,3999,1.1510048886474742,1.1574118783196523,1.1543967280163598,1.1724137931034482,1.1547886971742936
Barajas,2008,65-84,2141,2441,4582,100,4682,1841,2071,3912,87,3999,1.1629549158066268,1.178657653307581,1.1712678936605316,1.1494252873563218,1.1707926981745436
Barajas,2009,65-84,2271,2585,4856,108,4964,1841,2071,3912,87,3999,1.2335687126561652,1.2481892805408015,1.2413087934560327,1.2413793103448276,1.2413103275818955
Barajas,2010,65-84,2409,2767,5176,128,5304,1841,2071,3912,87,3999,1.3085279739272135,1.3360695316272333,1.3231083844580778,1.471264367816092,1.3263315828957238
Barajas,2011,65-84,2535,2935,5470,151,5621,1841,2071,3912,87,3999,1.3769690385659967,1.417189763399324,1.3982617586912065,1.735632183908046,1.4056014003500876
Barajas,2012,65-84,2664,3071,5735,154,5889,1841,2071,3912,87,3999,1.4470396523628464,1.4828585224529214,1.466002044989775,1.7701149425287357,1.4726181545386348
Barajas,2013,65-84,2774,3232,6006,152,6158,1841,2071,3912,87,3999,1.5067897881586094,1.5605987445678415,1.5352760736196318,1.7471264367816093,1.5398849712428107
Barajas,2014,65-84,2924,3395,6319,148,6467,1841,2071,3912,87,3999,1.588267246061923,1.6393046837276677,1.6152862985685073,1.7011494252873562,1.617154288572143
Barajas,2015,65-84,3040,3578,6618,172,6790,1841,2071,3912,87,3999,1.6512764801738187,1.7276677933365523,1.6917177914110428,1.9770114942528736,1.69792448112028
Barajas,2016,65-84,3119,3672,6791,184,6975,1841,2071,3912,87,3999,1.6941879413362304,1.773056494447127,1.7359406952965235,2.1149425287356323,1.744186046511628
Barajas,2017,65-84,3180,3817,6997,198,7195,1841,2071,3912,87,3999,1.7273221075502445,1.8430709802028005,1.78859918200409,2.2758620689655173,1.7991997999499876
Barajas,2004,85-100,111,292,403,12,415,111,292,403,12,415,1.0,1.0,1.0,1.0,1.0
Barajas,2005,85-100,114,309,423,15,438,111,292,403,12,415,1.027027027027027,1.0582191780821917,1.0496277915632755,1.25,1.0554216867469879
Barajas,2006,85-100,127,323,450,17,467,111,292,403,12,415,1.1441441441441442,1.106164383561644,1.1166253101736974,1.4166666666666667,1.1253012048192772
Barajas,2007,85-100,178,370,548,9,557,111,292,403,12,415,1.6036036036036037,1.2671232876712328,1.3598014888337469,0.75,1.342168674698795
Barajas,2008,85-100,197,406,603,8,611,111,292,403,12,415,1.7747747747747749,1.3904109589041096,1.4962779156327544,0.6666666666666666,1.472289156626506
Barajas,2009,85-100,218,433,651,8,659,111,292,403,12,415,1.9639639639639639,1.4828767123287672,1.6153846153846154,0.6666666666666666,1.5879518072289156
Barajas,2010,85-100,212,467,679,8,687,111,292,403,12,415,1.90990990990991,1.5993150684931507,1.684863523573201,0.6666666666666666,1.655421686746988
Barajas,2011,85-100,217,484,701,11,712,111,292,403,12,415,1.954954954954955,1.6575342465753424,1.739454094292804,0.9166666666666666,1.7156626506024097
Barajas,2012,85-100,236,506,742,9,751,111,292,403,12,415,2.126126126126126,1.7328767123287672,1.8411910669975187,0.75,1.8096385542168674
Barajas,2013,85-100,241,513,754,14,768,111,292,403,12,415,2.171171171171171,1.7568493150684932,1.8709677419354838,1.1666666666666667,1.8506024096385543
Barajas,2014,85-100,261,559,820,15,835,111,292,403,12,415,2.3513513513513513,1.9143835616438356,2.034739454094293,1.25,2.0120481927710845
Barajas,2015,85-100,283,579,862,13,875,111,292,403,12,415,2.5495495495495497,1.9828767123287672,2.138957816377171,1.0833333333333333,2.108433734939759
Barajas,2016,85-100,290,612,902,16,918,111,292,403,12,415,2.6126126126126126,2.095890410958904,2.238213399503722,1.3333333333333333,2.212048192771084
Barajas,2017,85-100,308,637,945,20,965,111,292,403,12,415,2.774774774774775,2.1815068493150687,2.3449131513647643,1.6666666666666667,2.325301204819277
Barajas,2004,Total,18590,18962,37552,3949,41501,18590,18962,37552,3949,41501,1.0,1.0,1.0,1.0,1.0
Barajas,2005,Total,18839,19196,38035,4439,42474,18590,18962,37552,3949,41501,1.0133942980096826,1.0123404704145131,1.0128621644652749,1.124082046087617,1.0234452181875136
Barajas,2006,Total,19136,19407,38543,5149,43692,18590,18962,37552,3949,41501,1.0293706293706293,1.0234679886087965,1.0263900724328932,1.3038743985819194,1.052793908580516
Barajas,2007,Total,19136,19549,38685,4978,43663,18590,18962,37552,3949,41501,1.0293706293706293,1.0309566501423901,1.0301714955262036,1.2605722967839958,1.0520951302378256
Barajas,2008,Total,19000,19524,38524,5437,43961,18590,18962,37552,3949,41501,1.0220548682087143,1.029638223816053,1.025884107371112,1.3768042542415801,1.059275680104094
Barajas,2009,Total,19350,19954,39304,5874,45178,18590,18962,37552,3949,41501,1.0408821947283486,1.0523151566290476,1.0466553046442266,1.4874651810584958,1.0886002746921761
Barajas,2010,Total,19492,20297,39789,6178,45967,18590,18962,37552,3949,41501,1.0485207100591716,1.0704039658263895,1.059570728589689,1.5644466953659155,1.1076118647743427
Barajas,2011,Total,19784,20643,40427,6146,46573,18590,18962,37552,3949,41501,1.064228079612695,1.0886509861828921,1.0765605027694929,1.5563433780703975,1.122213922556083
Barajas,2012,Total,19953,20824,40777,5544,46321,18590,18962,37552,3949,41501,1.073318988703604,1.0981963927855711,1.0858809118023007,1.4038997214484679,1.1161417797161515
Barajas,2013,Total,20106,20969,41075,5131,46206,18590,18962,37552,3949,41501,1.0815492200107584,1.105843265478325,1.0938165743502344,1.2993162826031908,1.1133707621503097
Barajas,2014,Total,20173,21040,41213,4508,45721,18590,18962,37552,3949,41501,1.0851533082302314,1.1095875962451218,1.09749147848317,1.1415548240060776,1.1016842967639333
Barajas,2015,Total,20462,21306,41768,4044,45812,18590,18962,37552,3949,41501,1.1006993006993007,1.1236156523573462,1.1122709842351939,1.0240567232210687,1.1038770150116866
Barajas,2016,Total,20738,21629,42367,4006,46373,18590,18962,37552,3949,41501,1.1155459924690694,1.1406497204936188,1.128222198551342,1.0144340339326412,1.1173947615720103
Barajas,2017,Total,20971,21977,42948,4052,47000,18590,18962,37552,3949,41501,1.1280796126949972,1.1590022149562282,1.143694077545803,1.0260825525449482,1.1325028312570782
Carabanchel,2004,0-24,13756,13303,27059,9617,36676,13756,13303,27059,9617,36676,1.0,1.0,1.0,1.0,1.0
Carabanchel,2005,0-24,13072,12603,25675,10344,36019,13756,13303,27059,9617,36676,0.9502762430939227,0.9473802901601143,0.9488525074836468,1.0755952999896017,0.9820863780128695
Carabanchel,2006,0-24,12507,12144,24651,11353,36004,13756,13303,27059,9617,36676,0.9092032567606863,0.9128767947079606,0.9110092760264606,1.180513673702818,0.9816773912095103
Carabanchel,2007,0-24,11896,11503,23399,11097,34496,13756,13303,27059,9617,36676,0.8647862750799651,0.8646921746974366,0.8647400125651354,1.1538941457835084,0.9405605845784709
Carabanchel,2008,0-24,11853,11457,23310,12781,36091,13756,13303,27059,9617,36676,0.8616603663855772,0.8612343080508156,0.8614509035810636,1.3290007278777165,0.9840495146689934
Carabanchel,2009,0-24,11719,11353,23072,12785,35857,13756,13303,27059,9617,36676,0.8519191625472521,0.8534165225888897,0.8526553087697254,1.3294166580014557,0.9776693205365907
Carabanchel,2010,0-24,11790,11336,23126,11972,35098,13756,13303,27059,9617,36676,0.8570805466705438,0.8521386153499211,0.8546509479286004,1.244878860351461,0.956974588286618
Carabanchel,2011,0-24,11915,11474,23389,10985,34374,13756,13303,27059,9617,36676,0.8661674905495783,0.8625122152897843,0.8643704497579363,1.1422481023188105,0.9372341585778166
Carabanchel,2012,0-24,12300,11697,23997,9306,33303,13756,13303,27059,9617,36676,0.894155277697005,0.8792753514244908,0.8868398684356407,0.9676614328792763,0.9080325008179736
Carabanchel,2013,0-24,12576,12091,24667,8080,32747,13756,13303,27059,9617,36676,0.9142192497819134,0.9088927309629407,0.9116005765179792,0.8401788499532079,0.8928727233067947
Carabanchel,2014,0-24,12802,12334,25136,7015,32151,13756,13303,27059,9617,36676,0.9306484443152079,0.9271592873787867,0.9289330721756163,0.7294374545076427,0.8766223143199913
Carabanchel,2015,0-24,13176,12777,25953,6226,32179,13756,13303,27059,9617,36676,0.9578365804012794,0.9604600466060287,0.9591263535237814,0.6473952376000832,0.8773857563529284
Carabanchel,2016,0-24,13597,13241,26838,6146,32984,13756,13303,27059,9617,36676,0.9884414073858679,0.9953393971284673,0.9918326619609003,0.639076635125299,0.8993347147998692
Carabanchel,2017,0-24,13983,13675,27658,6470,34128,13756,13303,27059,9617,36676,1.0165018900843268,1.0279636172291964,1.022136812151225,0.6727669751481751,0.9305267750027266
Carabanchel,2004,25-39,24068,23531,47599,18973,66572,24068,23531,47599,18973,66572,1.0,1.0,1.0,1.0,1.0
Carabanchel,2005,25-39,23623,23281,46904,21954,68858,24068,23531,47599,18973,66572,0.9815107196277214,0.9893757171390931,0.9853988529170781,1.1571180098034048,1.0343387610406778
Carabanchel,2006,25-39,23262,23177,46439,25113,71552,24068,23531,47599,18973,66572,0.9665115506066146,0.9849560154689558,0.9756297401205908,1.3236177726242555,1.0748062248392718
Carabanchel,2007,25-39,22571,22463,45034,25580,70614,24068,23531,47599,18973,66572,0.9378012298487618,0.9546130636182057,0.9461123132838926,1.3482316976756443,1.06071621702818
Carabanchel,2008,25-39,22420,22418,44838,27485,72323,24068,23531,47599,18973,66572,0.9315273392055842,0.9527006927032425,0.9419945797180613,1.4486375375533653,1.0863876704920987
Carabanchel,2009,25-39,21959,22041,44000,28500,72500,24068,23531,47599,18973,66572,0.9123732757187968,0.936679274148995,0.9243891678396605,1.502134612343857,1.0890464459532536
Carabanchel,2010,25-39,21188,21424,42612,27986,70598,24068,23531,47599,18973,66572,0.8803390393883995,0.9104585440482768,0.8952288913632639,1.4750434828440415,1.060475875743556
Carabanchel,2011,25-39,20302,20822,41124,26748,67872,24068,23531,47599,18973,66572,0.8435266744224696,0.8848752709192129,0.8639677304145045,1.4097928635429293,1.0195277293757135
Carabanchel,2012,25-39,19590,20357,39947,23464,63411,24068,23531,47599,18973,66572,0.813943825826824,0.8651141047979262,0.8392403201747936,1.2367047910188163,0.9525175749564382
Carabanchel,2013,25-39,18979,19961,38940,20687,59627,24068,23531,47599,18973,66572,0.7885574206415157,0.8482852407462497,0.8180844135380996,1.0903389026511359,0.8956768611428229
Carabanchel,2014,25-39,18220,19268,37488,17822,55310,24068,23531,47599,18973,66572,0.7570217716470001,0.8188347286558157,0.7875795709993908,0.9393348442523586,0.8308297782851649
Carabanchel,2015,25-39,17566,18850,36416,15791,52207,24068,23531,47599,18973,66572,0.7298487618414492,0.8010709277123794,0.7650580894556608,0.832287988193749,0.7842185903983657
Carabanchel,2016,25-39,16937,18291,35228,15740,50968,24068,23531,47599,18973,66572,0.7037144756523185,0.7773150312353916,0.74009958192399,0.8295999578348179,0.7656071621702818
Carabanchel,2017,25-39,16349,17506,33855,16068,49923,24068,23531,47599,18973,66572,0.6792836961941167,0.743954783052144,0.7112544381184479,0.8468876824961787,0.749909872018266
Carabanchel,2004,40-64,28073,32245,60318,8106,68424,28073,32245,60318,8106,68424,1.0,1.0,1.0,1.0,1.0
Carabanchel,2005,40-64,28403,32556,60959,9692,70651,28073,32245,60318,8106,68424,1.0117550671463684,1.0096449061870056,1.0106270101793826,1.1956575376264496,1.0325470595112827
Carabanchel,2006,40-64,28442,32398,60840,11561,72401,28073,32245,60318,8106,68424,1.0131443023545756,1.0047449216932858,1.0086541330945986,1.426227485812978,1.0581228808605168
Carabanchel,2007,40-64,28730,32721,61451,11972,73423,28073,32245,60318,8106,68424,1.0234032700459517,1.0147619786013335,1.0187837793030272,1.4769306686405133,1.0730591605284696
Carabanchel,2008,40-64,29021,33032,62053,12794,74847,28073,32245,60318,8106,68424,1.0337691019841129,1.0244068847883392,1.0287642163201698,1.5783370342955836,1.0938705717292179
Carabanchel,2009,40-64,29588,33459,63047,13903,76950,28073,32245,60318,8106,68424,1.0539664446265093,1.0376492479454178,1.045243542557777,1.7151492721440909,1.124605401613469
Carabanchel,2010,40-64,30223,33912,64135,14657,78792,28073,32245,60318,8106,68424,1.07658604352937,1.0516979376647542,1.0632812759043735,1.808166790032075,1.15152578042792
Carabanchel,2011,40-64,30712,34257,64969,15173,80142,28073,32245,60318,8106,68424,1.0940049157553522,1.0623972708947123,1.077107994296893,1.8718233407352578,1.171255699754472
Carabanchel,2012,40-64,31514,35088,66602,14309,80911,28073,32245,60318,8106,68424,1.1225732910625867,1.0881687083268723,1.1041811731158195,1.7652356279299284,1.1824944463930784
